intent,text,complexity,suggested_model
배송_문의,당일 배송이 가능하다고 했는데 아직 출발하지 않았어요. 확인 부탁드립니다.,simple,small
배송_문의,여러 상품을 함께 주문했는데 일부만 배송되었습니다. 나머지 상품은 언제 오나요?,complex,large
배송_문의,배송 추적 번호가 유효하지 않다고 나와요. 재전송 받을 수 있나요?,simple,small
배송_문의,배송 상태가 어떻게 되나요?,simple,small
배송_문의,택배 기사님 연락처를 알 수 있을까요?,simple,small
배송_문의,해외 배송은 얼마나 걸리나요? 통관 절차는 어떻게 되나요?,complex,large
배송_문의,배송 추적이 안 돼요. 문제 있나요?,simple,small
배송_문의,수취인 부재 시 재배송 가능한가요? 추가 비용이 발생하나요?,complex,large
배송_문의,오늘 주문하면 내일 받을 수 있나요?,simple,small
배송_문의,배송지 변경을 요청하려고 하는데 가능한가요? 변경 절차는 어떻게 되나요?,complex,large
배송_문의,파손 주의 표시가 된 상품이 안전하게 배송되나요?,simple,small
배송_문의,제주도 배송 시 추가 비용이 있나요? 배송 기간은 어떻게 되나요?,complex,large
배송_문의,배송 상태 확인이 안 돼요. 어떻게 해야 하나요?,simple,small
배송_문의,해외 배송은 얼마나 걸리나요? 통관 지연 가능성도 있나요?,complex,large
배송_문의,"배송 추적이 안 되는데, 분실된 건 아닐까요?",complex,large
배송_문의,수취인 없이 문 앞에 두고 가도 될까요?,simple,small
배송_문의,교환 반품 시 배송비는 어떻게 처리되나요? 기존 배송비 환불도 가능한가요?,complex,large
배송_문의,배송지 주소를 잘못 입력했어요. 변경 가능한가요?,simple,small
배송_문의,주말이나 공휴일에도 배송이 되나요? 당일 배송 지역인가요?,complex,large
배송_문의,파손 주의 표시가 된 상품인데 안전하게 배송되나요?,complex,large
배송_문의,해외 배송은 얼마나 걸리나요? 관세도 걱정돼요.,complex,large
배송_문의,배송 추적이 안 되는데 확인 부탁드립니다.,simple,small
배송_문의,수취인 부재 시 재배송 가능한가요? 추가 비용은요?,complex,large
배송_문의,주문한 지 3일 지났는데 아직 출발 전이에요.,simple,small
배송_문의,교환 상품 배송 기간은 기존과 동일한가요?,complex,large
배송_문의,배송지 변경 가능한가요? 오늘 중으로 처리 부탁드려요.,complex,large
배송_문의,배송비 무료 기준 다시 한번 알려주세요.,simple,small
배송_문의,주문한 상품이 언제 도착하나요?,simple,small
배송_문의,배송 상태를 확인할 수 있을까요?,simple,small
배송_문의,택배 기사님 연락처가 어떻게 되나요?,simple,small
배송_문의,배송이 예상보다 늦는데 문제가 있나요?,complex,large
배송_문의,해외 배송은 어떻게 진행되나요? 관세는 어떻게 처리되나요?,complex,large
배송_문의,배송지 주소를 변경하고 싶은데 가능한가요?,simple,small
배송_문의,배송 추적 번호가 아직 안 왔어요. 언제 받을 수 있나요?,simple,small
배송_문의,교환 신청 후 새 상품은 언제 발송되나요? 기존 반품은 어떻게 하나요?,complex,large
배송_문의,주말이나 공휴일에도 배송이 되나요?,simple,small
배송_문의,택배 기사님 연락처가 필요해요.,simple,small
배송_문의,배송 추적 번호가 안 보여요. 확인 부탁드려요.,simple,small
배송_문의,교환 신청했는데 새 상품은 언제 발송되나요?,complex,large
배송_문의,배송지 주소를 잘못 입력했어요. 변경 가능할까요?,complex,large
배송_문의,파손 우려로 안전 배송 가능한지 문의드려요.,complex,large
배송_문의,택배가 아직 안 왔는데 언제 올까요?,simple,small
배송_문의,배송 추적 번호를 알려주세요.,simple,small
배송_문의,해외 배송은 얼마나 걸리나요? 관세도 발생하나요?,complex,large
배송_문의,파손 우려로 안전 배송 가능한지 궁금합니다.,complex,large
배송_문의,당일 배송 가능한가요? 급합니다.,simple,small
배송_문의,배송 중 분실 시 보상 정책이 어떻게 되나요?,complex,large
배송_문의,배송 기사님 연락처를 알 수 있을까요?,simple,small
배송_문의,어제 주문했는데 아직 배송 시작 안 된 것 같아요. 확인 부탁드립니다.,simple,small
배송_문의,배송이 예상보다 늦어요. 언제쯤 받을 수 있을까요?,simple,small
배송_문의,해외 배송인데 통관 지연으로 인해 배송이 지연되고 있습니다. 추가 지연 예상되나요?,complex,large
배송_문의,주문한 상품이 파손된 상태로 도착했어요. 반품 및 재배송 절차를 알려주세요.,complex,large
배송_문의,배송지 주소를 잘못 입력했어요. 아직 출발 전인데 주소 변경 가능한가요?,complex,large
배송_문의,당일 배송 가능한가요? 지금 주문하면 오늘 받을 수 있을까요?,simple,small
배송_문의,배송 기사님과 직접 연락할 수 있는 방법이 있나요? 수령 시간을 조정하려고 합니다.,complex,large
배송_문의,무료 배송 조건인 5만 원 이상 구매했는데 배송비가 부과되었어요. 확인 부탁드립니다.,complex,large
배송_문의,어제 주문했는데 아직 배송 시작 안 됐어요. 문제 있나요?,simple,small
배송_문의,해외 배송은 얼마나 걸리나요? 관세도 포함되어 있나요?,complex,large
배송_문의,교환 신청했는데 새 상품은 언제 발송되나요? 기존 반품은 어떻게 해야 하나요?,complex,large
배송_문의,택배 기사님 연락처가 필요해요. 직접 연락할 수 있나요?,simple,small
배송_문의,주말에도 배송이 되나요? 공휴일 영향은 없나요?,complex,large
배송_문의,파손 우려로 안전 배송 요청했는데 처리됐나요?,simple,small
배송_문의,부분 배송된 상품 중 일부가 누락됐어요. 재송부 가능한가요?,complex,large
상품_정보,이 제품 재고가 있나요?,simple,small
상품_정보,이 상품의 환불 정책은 어떻게 되나요?,simple,small
상품_정보,이 제품의 사이즈와 색상 옵션을 알려주세요.,simple,small
상품_정보,이 상품의 배송 기간과 비용은 어떻게 되나요?,simple,small
상품_정보,이 제품과 호환되는 액세서리가 있나요?,simple,small
상품_정보,이 상품의 제조 국가와 A/S 기간을 자세히 설명해 주세요.,complex,large
상품_정보,이 제품의 성능 사양과 경쟁사 대비 차별점을 알고 싶습니다.,complex,large
상품_정보,이 상품의 구성품 목록과 각 부품의 보증 기간을 문의드립니다.,complex,large
상품_정보,이 제품의 에너지 효율 등급과 전기 소비량을 비교해 주실 수 있나요?,complex,large
상품_정보,이 상품의 해외 배송 가능 여부와 관세 부과 기준을 알려주세요.,complex,large
상품_정보,이 상품의 배송 기간은 어떻게 되나요?,simple,small
상품_정보,A 모델과 B 모델의 기능 차이가 뭔가요?,simple,small
상품_정보,이 제품의 AS 기간은 어떻게 되나요?,simple,small
상품_정보,할인 중인 상품들을 알려주세요.,simple,small
상품_정보,"이 제품의 소재, 사이즈, 세탁 방법을 자세히 설명해 주세요.",complex,large
상품_정보,"해외 배송 가능한 상품인지, 관세와 배송비는 어떻게 되는지 궁금합니다.",complex,large
상품_정보,"최신 스마트폰과 이전 모델의 성능, 카메라, 배터리 수명을 비교해 주세요.",complex,large
상품_정보,이 의류의 치수표와 실제 착용감이 어떤지 후기와 함께 알려주세요.,complex,large
상품_정보,"구매하려는 노트북의 호환성(OS, 포트, 업그레이드 가능성)을 확인하고 싶어요.",complex,large
상품_정보,이 모델의 주요 기능과 사양을 알려주세요.,simple,small
상품_정보,A 제품과 B 제품의 차이점을 설명해 주실 수 있나요?,complex,large
상품_정보,이 제품의 환불 정책이 어떻게 되나요?,simple,small
상품_정보,최신 버전의 스마트폰과 이전 버전의 성능 차이를 알고 싶어요.,complex,large
상품_정보,이 의류의 소재와 세탁 방법을 알려주세요.,simple,small
상품_정보,구매하려는 노트북의 보증 기간과 AS 정책을 상세히 설명해 주세요.,complex,large
상품_정보,이 책의 저자 소개와 목차 일부를 볼 수 있을까요?,simple,small
상품_정보,"스마트 워치의 호환성, 배터리 수명, 방수 기능에 대해 종합적으로 설명해 주세요.",complex,large
상품_정보,이 제품의 환불 정책은 어떻게 되나요?,simple,small
상품_정보,최신 버전의 스마트폰과 이전 모델의 성능 차이를 알고 싶습니다.,complex,large
상품_정보,"해외 배송이 가능한지, 관세와 배송비는 어떻게 되나요?",complex,large
상품_정보,이 노트북의 보증 기간과 AS 정책을 자세히 설명해 주세요.,complex,large
상품_정보,할인 중인 상품들을 모두 볼 수 있을까요?,simple,small
상품_정보,이 제품의 A/S 기간은 얼마나 되나요?,simple,small
상품_정보,이 상품과 비슷한 다른 제품이 있을까요?,simple,small
상품_정보,이 제품의 제조 국가와 소재 정보를 자세히 알고 싶어요.,complex,large
상품_정보,이 상품의 프로모션 적용 여부와 할인율을 비교해 주세요.,complex,large
상품_정보,이 제품의 사용 후기와 함께 주요 기능별 성능을 설명해 주실 수 있나요?,complex,large
상품_정보,이 상품의 해외 배송 가능 여부와 관세 포함 가격을 문의드립니다.,complex,large
상품_정보,이 상품과 호환되는 액세서리가 있는지 궁금합니다.,complex,large
상품_정보,이 제품의 제조 국가와 인증 정보를 자세히 알고 싶어요.,complex,large
상품_정보,이 상품의 구성품 목록과 각 부품의 사양을 알려주세요.,complex,large
상품_정보,이 제품의 에너지 효율 등급과 소비 전력량을 확인할 수 있을까요?,complex,large
상품_정보,이 상품의 해외 배송 가능 여부와 관세 부과 기준을 설명해 주세요.,complex,large
상품_정보,제품 구성품과 사이즈를 자세히 알고 싶어요.,simple,small
상품_정보,이 모델의 주요 기능과 사양을 비교해 주세요.,complex,large
상품_정보,환불 정책은 어떻게 되나요?,simple,small
상품_정보,최신 버전의 제품에서 개선된 점이 무엇인지 궁금합니다.,complex,large
상품_정보,할인 혜택이나 프로모션이 진행 중인가요?,simple,small
상품_정보,해외 배송 가능 여부와 관세 비용은 어떻게 되나요?,complex,large
상품_정보,이 상품의 AS 기간과 서비스 범위를 알려주세요.,complex,large
상품_정보,3년 무상 보증이 적용되는 모델인지 확인 부탁드립니다.,complex,large
상품_정보,이 노트북의 배터리 수명은 얼마나 되나요?,simple,small
상품_정보,해외 배송 가능 여부와 관세에 대해 자세히 설명해 주세요.,complex,large
상품_정보,해외 배송 가능 여부와 관세 포함 가격을 문의드립니다.,complex,large
상품_정보,이 의류의 소재 구성 비율과 세탁 방법을 알고 싶어요.,complex,large
상품_정보,할인 중인 이 제품의 정가와 할인율을 비교해 주세요.,complex,large
상품_정보,구매하려는 제품의 A/S 정책과 보증 기간을 문의드립니다.,complex,large
상품_정보,해당 가전제품의 에너지 효율 등급과 소비 전력량을 알려주세요.,complex,large
기술_지원,프린터가 작동하지 않아요. 어떻게 해야 하나요?,simple,large
기술_지원,프로그램 설치 중 오류가 발생합니다. 해결 방법을 알려주세요.,simple,large
기술_지원,와이파이 연결이 자주 끊기는데 설정 확인 방법을 모르겠습니다.,simple,large
기술_지원,소프트웨어 업데이트 후 화면이 깜빡이는 현상이 발생합니다. 원인을 알려주세요.,complex,large
기술_지원,서버 연결 시간이 초과된다는 오류 메시지가 계속 뜹니다. 네트워크 진단 방법이 있나요?,complex,large
기술_지원,스마트폰 충전 속도가 느려졌어요. 배터리 상태를 확인하는 방법이 있을까요?,simple,large
기술_지원,API 연동 중 인증 오류가 발생합니다. 로그 분석 및 해결 절차를 안내해 주세요.,complex,large
기술_지원,마우스 드라이버가 설치되지 않았다고 나옵니다. 재설치 방법을 모르겠어요.,simple,large
기술_지원,데이터베이스 동기화 중 타임아웃 오류가 발생합니다. 최적화 방안을 제시해 주세요.,complex,large
기술_지원,헤드셋에서 소리가 나지 않아요. 연결 상태와 드라이버를 점검해 봐야 할까요?,simple,large
기술_지원,소프트웨어 업데이트 후 오류가 발생합니다. 해결 방법이 있나요?,simple,large
기술_지원,앱에서 로그인할 때 '서버 오류' 메시지가 계속 뜹니다. 어떻게 해야 하나요?,simple,large
기술_지원,무선 헤드셋과 스마트폰이 연결되지 않습니다. 페어링 방법을 알려주세요.,simple,large
기술_지원,"카메라 앱이 갑자기 종료되는데, 시스템 로그 분석이나 펌웨어 재설치가 필요할까요?",complex,large
기술_지원,"API 연동 중 500 Internal Server Error가 발생하는데, 백엔드 로그와 헤더 정보를 함께 확인해야 할까요?",complex,large
기술_지원,라우터의 DHCP 설정이 클라이언트 IP 할당에 실패하는 것 같습니다. 서브넷 마스크와 게이트웨이 설정을 점검해야 하나요?,complex,large
기술_지원,데이터베이스 마이그레이션 중 외래 키 제약 조건 위반 오류가 발생합니다. 롤백 절차와 스키마 검증이 필요한가요?,complex,large
기술_지원,스마트폰 화면이 반응하지 않아요. 하드웨어 문제인지 소프트웨어 버그인지 어떻게 확인할 수 있나요?,simple,large
기술_지원,클라우드 스토리지 동기화 시 '권한 없음' 오류가 발생합니다. IAM 정책과 버킷 정책을 모두 확인해야 할까요?,complex,large
기술_지원,"앱에서 로그인할 때 '서버 오류' 메시지가 계속 뜨는데, 어떻게 해야 하나요?",simple,large
기술_지원,무선 헤드셋과 스마트폰이 페어링되지 않습니다. 연결 방법을 알려주세요.,simple,large
기술_지원,"카메라 렌즈가 초점을 맞추지 못하는 문제가 있는데, 하드웨어 결함인가요?",complex,large
기술_지원,"API 연동 중 '403 Forbidden' 오류가 발생하는데, 인증 설정이나 권한 문제를 어떻게 확인해야 하나요?",complex,large
기술_지원,"네트워크 지연 현상이 발생하는데, 라우터 설정이나 QoS 정책을 점검해야 할까요?",complex,large
기술_지원,데이터베이스 마이그레이션 중 'Deadlock' 오류가 발생합니다. 트랜잭션 격리 수준을 조정해야 하나요?,complex,large
기술_지원,스마트 TV가 Wi-Fi에 연결되지만 인터넷 접속이 안 됩니다. DNS 설정이나 방화벽 문제일 수 있나요?,complex,large
기술_지원,"클라우드 스토리지 동기화 시 '권한 없음' 오류가 발생하는데, IAM 정책이나 버킷 정책을 어떻게 수정해야 하나요?",complex,large
기술_지원,소프트웨어 설치 중 오류가 발생했어요. 해결 방법을 알려주세요.,simple,large
기술_지원,"앱이 자꾸 꺼지는데, 버그인가요? 최신 버전으로 업데이트해야 하나요?",simple,large
기술_지원,무선 헤드셋 연결 시 끊김 현상이 발생합니다. 드라이버 재설치가 필요할까요?,complex,large
기술_지원,서버 연결 시간이 초과됩니다. 네트워크 설정이나 방화벽 문제일 수 있나요?,complex,large
기술_지원,카메라 초점 오류로 사진이 흐리게 나옵니다. 센서 청소나 펌웨어 업데이트가 필요할까요?,complex,large
기술_지원,"로그인 시 '인증 실패' 메시지가 뜨는데, 계정 잠금 상태인가요?",simple,large
기술_지원,"USB 포트에 장치를 연결해도 인식이 안 됩니다. 포트 고장인가요, 아니면 호환성 문제인가요?",complex,large
기술_지원,배터리 소모 속도가 갑자기 빨라졌어요. 배터리 상태 진단이나 OS 최적화가 필요할까요?,complex,large
